lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
0.6198846101760864,0.9436156153678894,1.7090383153117727e-07,0.5682525038719177,0.9060532450675964,-0.009038149379193783,0.5287462472915649,0.8478600978851318,-0.018176402896642685,0.5034447908401489,0.7998897433280945,-0.028137896209955215,0.48651453852653503,0.7673748135566711,-0.0382138155400753,0.542133629322052,0.7849860787391663,-0.01575055532157421,0.5235506296157837,0.7134064435958862,-0.03199984133243561,0.519008457660675,0.6722081899642944,-0.04220321401953697,0.5172420740127563,0.6435487866401672,-0.048239871859550476,0.5827904343605042,0.7694386839866638,-0.02166002057492733,0.5739467740058899,0.6875132322311401,-0.03531074896454811,0.5714609622955322,0.6387987732887268,-0.044403765350580215,0.5708329081535339,0.6021458506584167,-0.05073824152350426,0.6244209408760071,0.7703137993812561,-0.02915661595761776,0.6226009726524353,0.6910870671272278,-0.04378334805369377,0.6166955232620239,0.6431421637535095,-0.05192415416240692,0.6101483106613159,0.6052741408348083,-0.056685540825128555,0.6660033464431763,0.7828402519226074,-0.036985691636800766,0.6847575902938843,0.7222069501876831,-0.04862098768353462,0.6920763254165649,0.678162693977356,-0.053327422589063644,0.6951980590820312,0.6382189393043518,-0.05569037050008774
0.6071556806564331,0.8988693952560425,4.6732046143915795e-07,0.5450656414031982,0.8730263710021973,-0.02565181814134121,0.4915403425693512,0.8204012513160706,-0.03933047503232956,0.45527416467666626,0.7709524035453796,-0.05020274221897125,0.42860478162765503,0.7266266942024231,-0.060147903859615326,0.5282150506973267,0.7148539423942566,-0.018142910674214363,0.5093541145324707,0.6514555811882019,-0.03207721188664436,0.4989985227584839,0.6084445118904114,-0.046182163059711456,0.4913971424102783,0.5716745853424072,-0.05738846957683563,0.5706928968429565,0.696479320526123,-0.018889330327510834,0.5673506855964661,0.627880334854126,-0.03076336160302162,0.5665173530578613,0.5828059911727905,-0.04411938041448593,0.5661625266075134,0.5476483106613159,-0.05410854145884514,0.6127045154571533,0.6983342170715332,-0.023245584219694138,0.6136174201965332,0.6266356706619263,-0.03836621716618538,0.6140440702438354,0.5784422159194946,-0.049857862293720245,0.6127641201019287,0.5377540588378906,-0.057720623910427094,0.6537965536117554,0.7160979509353638,-0.02950826659798622,0.6689212918281555,0.6506800651550293,-0.04577138274908066,0.6775670647621155,0.6050121188163757,-0.052474986761808395,0.6843466758728027,0.5631426572799683,-0.055826980620622635
0.6041303873062134,0.8652281165122986,4.826319468520524e-07,0.5405797362327576,0.8319364786148071,-0.020000210031867027,0.49124038219451904,0.7814401984214783,-0.034026093780994415,0.4556874632835388,0.7378064393997192,-0.0469706691801548,0.4270952343940735,0.6982796788215637,-0.05924242362380028,0.5217613577842712,0.6500861644744873,-0.010762722231447697,0.5032835602760315,0.5822467803955078,-0.026075731962919235,0.4912724196910858,0.5425015687942505,-0.04261666163802147,0.4807257056236267,0.5092901587486267,-0.05496576800942421,0.5648377537727356,0.6354628801345825,-0.016552632674574852,0.561964750289917,0.5495895743370056,-0.028172031044960022,0.5602803826332092,0.4947349429130554,-0.04275010898709297,0.5566966533660889,0.4493587911128998,-0.05355030670762062,0.6068971157073975,0.6427261829376221,-0.026139752939343452,0.6093425750732422,0.5548076033592224,-0.04070267826318741,0.6108886003494263,0.497531533241272,-0.05280613154172897,0.6084904074668884,0.4470994174480438,-0.061164818704128265,0.6480368971824646,0.6698546409606934,-0.03744195029139519,0.6609430313110352,0.5971387028694153,-0.0511513352394104,0.666433572769165,0.5503025650978088,-0.05552315711975098,0.6683880686759949,0.5078843832015991,-0.05763167515397072
0.5989071130752563,0.8178513050079346,4.833171942664194e-07,0.5360928773880005,0.7868633270263672,-0.018927637487649918,0.4879368245601654,0.7388342022895813,-0.032947640866041183,0.45500147342681885,0.700122058391571,-0.04644922912120819,0.42613229155540466,0.6647770404815674,-0.05966698005795479,0.5187753438949585,0.6046503782272339,-0.014022264629602432,0.5060694217681885,0.526669979095459,-0.032415684312582016,0.4948706328868866,0.4864935874938965,-0.049646396189928055,0.48283565044403076,0.455943763256073,-0.06140914931893349,0.560908317565918,0.5916189551353455,-0.020656386390328407,0.5600378513336182,0.4979674220085144,-0.034574273973703384,0.558376669883728,0.4409886598587036,-0.04915045574307442,0.5540587306022644,0.3932156264781952,-0.05969119444489479,0.6021671891212463,0.5999847650527954,-0.031119180843234062,0.6067287921905518,0.5073851346969604,-0.047716107219457626,0.6090047359466553,0.4505688548088074,-0.05978565663099289,0.6078137755393982,0.399213045835495,-0.06765250861644745,0.642122745513916,0.6249954700469971,-0.04327075555920601,0.6577936410903931,0.5498307347297668,-0.05824331194162369,0.6652783751487732,0.4998796582221985,-0.06341434270143509,0.6694454550743103,0.4521142840385437,-0.06594454497098923
0.596624493598938,0.7900698184967041,3.974162439135398e-07,0.5334562659263611,0.7577062249183655,-0.0246722549200058,0.48147717118263245,0.6978207230567932,-0.039466265588998795,0.44701042771339417,0.6403716206550598,-0.052526846528053284,0.4225146770477295,0.585232138633728,-0.06461858004331589,0.5206712484359741,0.572542667388916,-0.01658325456082821,0.5061997771263123,0.4977540969848633,-0.03701123967766762,0.49400728940963745,0.45891332626342773,-0.05568337067961693,0.48150068521499634,0.42539748549461365,-0.0689166784286499,0.5632390379905701,0.5584374070167542,-0.020626826211810112,0.5631731152534485,0.4631062150001526,-0.03638855367898941,0.561058759689331,0.40732067823410034,-0.05142288655042648,0.5567351579666138,0.35789990425109863,-0.062382977455854416,0.6047294735908508,0.5669009685516357,-0.029218969866633415,0.609787106513977,0.4735739231109619,-0.048219677060842514,0.6117120385169983,0.41599148511886597,-0.06047254428267479,0.6101882457733154,0.36343586444854736,-0.06840148568153381,0.6445577144622803,0.5930048227310181,-0.04000122472643852,0.6590498685836792,0.5159571170806885,-0.057895202189683914,0.6668410301208496,0.46545377373695374,-0.06455103307962418,0.6710146069526672,0.41761529445648193,-0.06807877123355865
0.5994566082954407,0.7672112584114075,3.8461848816950805e-07,0.5361540913581848,0.7348464131355286,-0.023892421275377274,0.48650309443473816,0.6760905981063843,-0.03866809606552124,0.4549183249473572,0.619898796081543,-0.05190519243478775,0.4337325096130371,0.5642716288566589,-0.06436005979776382,0.5228949785232544,0.5488436222076416,-0.016847670078277588,0.5081448554992676,0.4735804796218872,-0.03619764372706413,0.49716368317604065,0.43210458755493164,-0.05413311719894409,0.4873444139957428,0.3945342004299164,-0.06722119450569153,0.5658697485923767,0.5343179702758789,-0.02152825891971588,0.5661489963531494,0.4371334910392761,-0.03657795488834381,0.5641034841537476,0.37934887409210205,-0.051414743065834045,0.5604804158210754,0.32887277007102966,-0.06261852383613586,0.6074485778808594,0.5422793626785278,-0.030483432114124298,0.6132471561431885,0.4476672410964966,-0.04831733554601669,0.6152545213699341,0.3884155750274658,-0.06088665500283241,0.6143837571144104,0.3350263237953186,-0.06957735866308212,0.6465770602226257,0.5678015351295471,-0.04159316420555115,0.6608043313026428,0.4907025098800659,-0.058621596544981,0.6688051819801331,0.44003355503082275,-0.06527572125196457,0.6737213134765625,0.39265114068984985,-0.06912565231323242
0.6027107834815979,0.7576138973236084,3.8711971228622133e-07,0.5384927988052368,0.7242111563682556,-0.026247235015034676,0.48825803399086,0.6596599817276001,-0.04016771540045738,0.4568641781806946,0.5982058048248291,-0.05200054496526718,0.4321269989013672,0.5407304763793945,-0.0628931075334549,0.52667635679245,0.5298122763633728,-0.014205045998096466,0.5116519331932068,0.4532637894153595,-0.031449392437934875,0.5010710954666138,0.4093901515007019,-0.04861326143145561,0.49207451939582825,0.3692501187324524,-0.06181276962161064,0.568850576877594,0.5143209099769592,-0.017317932099103928,0.56890469789505,0.41682419180870056,-0.03032018430531025,0.566277027130127,0.3579888641834259,-0.044895853847265244,0.5623776912689209,0.30808025598526,-0.05650140717625618,0.6086978912353516,0.522225022315979,-0.0251604150980711,0.6158618330955505,0.42671000957489014,-0.04151855409145355,0.6174518465995789,0.36821091175079346,-0.05457509681582451,0.6157053709030151,0.31577107310295105,-0.06424934417009354,0.6461391448974609,0.5486061573028564,-0.03553757816553116,0.6627826690673828,0.4731273651123047,-0.05207910016179085,0.6713932752609253,0.42323756217956543,-0.05982835590839386,0.6762928366661072,0.37623274326324463,-0.06489931792020798
0.6056099534034729,0.7516206502914429,3.6533725733534084e-07,0.5430272817611694,0.7158118486404419,-0.026360003277659416,0.4924657940864563,0.6501792073249817,-0.040183935314416885,0.4616505205631256,0.5881230235099792,-0.05219537392258644,0.4347524046897888,0.5324501395225525,-0.06325583159923553,0.5308889746665955,0.5204399824142456,-0.012977352365851402,0.5143411755561829,0.44314253330230713,-0.030385499820113182,0.5035123229026794,0.39799046516418457,-0.04770942032337189,0.49541041254997253,0.35580724477767944,-0.061046428978443146,0.572769820690155,0.5043375492095947,-0.016240034252405167,0.571482241153717,0.40689438581466675,-0.029474401846528053,0.56871497631073,0.3463403880596161,-0.044084008783102036,0.5656021237373352,0.2952927052974701,-0.05586009472608566,0.6122621297836304,0.5113803744316101,-0.024457475170493126,0.6198936700820923,0.41636228561401367,-0.040925804525613785,0.6211004257202148,0.35708290338516235,-0.05377749726176262,0.6192997694015503,0.3048204183578491,-0.06336184591054916,0.6494635343551636,0.5365673899650574,-0.03538749739527702,0.6669718027114868,0.46145740151405334,-0.0514717735350132,0.675667941570282,0.41036665439605713,-0.0590529628098011,0.68047034740448,0.3627004027366638,-0.06426671892404556
0.6088088750839233,0.7444303631782532,3.526598959524563e-07,0.544666051864624,0.7106667757034302,-0.028650633990764618,0.4929816722869873,0.6427727341651917,-0.04243963956832886,0.46216702461242676,0.5762409567832947,-0.0538901761174202,0.4345614016056061,0.5188232660293579,-0.06435918807983398,0.5334745049476624,0.514675498008728,-0.014664808288216591,0.5176272392272949,0.43541190028190613,-0.03191111236810684,0.5071536898612976,0.3894124925136566,-0.04886535927653313,0.4989704489707947,0.3462980389595032,-0.06197556480765343,0.5761421918869019,0.49874305725097656,-0.01663750596344471,0.5751349329948425,0.40086960792541504,-0.029877271503210068,0.5727720260620117,0.34017354249954224,-0.04437543824315071,0.5701025724411011,0.28782522678375244,-0.05616035684943199,0.6158212423324585,0.5053936839103699,-0.02369668334722519,0.6231317520141602,0.41061651706695557,-0.04022134467959404,0.624652624130249,0.35096120834350586,-0.05296336114406586,0.6235073804855347,0.29743000864982605,-0.06253966689109802,0.653208315372467,0.5289802551269531,-0.033705420792102814,0.6695709228515625,0.4541212320327759,-0.04975408315658569,0.678317666053772,0.4029579758644104,-0.05733247846364975,0.6837602853775024,0.3547646701335907,-0.06264433264732361
0.6103627681732178,0.7404560446739197,3.531745278451126e-07,0.5465901494026184,0.7054430842399597,-0.028555210679769516,0.4952481985092163,0.6368441581726074,-0.04240373522043228,0.4638049900531769,0.5706862807273865,-0.05401912331581116,0.4357815682888031,0.5143899917602539,-0.06478099524974823,0.5369083285331726,0.5119242072105408,-0.015138020738959312,0.5205500721931458,0.43227052688598633,-0.03295797482132912,0.5100823640823364,0.38516563177108765,-0.05010687932372093,0.5024412274360657,0.34080445766448975,-0.06342815607786179,0.5790387392044067,0.49592137336730957,-0.017423953860998154,0.5779926776885986,0.398215115070343,-0.03150975704193115,0.5757785439491272,0.3366941809654236,-0.04645540565252304,0.5735331773757935,0.28314241766929626,-0.05848407372832298,0.618363618850708,0.5025684237480164,-0.02478117123246193,0.6256865859031677,0.40846914052963257,-0.04206928238272667,0.6276951432228088,0.34808778762817383,-0.05509511008858681,0.6271488070487976,0.2934044897556305,-0.06476897746324539,0.6553628444671631,0.5260730385780334,-0.035053614526987076,0.6717749238014221,0.4521556496620178,-0.05165259540081024,0.6806813478469849,0.40084314346313477,-0.059456609189510345,0.6864445209503174,0.3521616458892822,-0.0649249404668808
